Discord Name,Discord ID,Activity Month,Chat Count,Broadcast Count,Total Activity,Seen Ranks
GET CAMO,'225783803111538688,2026-03,104,8,112,Sapphire
GET CAMO,'225783803111538688,2026-04,49,6,55,Sapphire
Yes I Potted,'266916816998236161,2026-03,36,6,42,"Helper, Sapphire"
Ramranchman,'311047404512083969,2026-04,34,28,62,Sapphire
DontFreeIran,'325983213212401664,2026-02,11,35,46,Helper
DontFreeIran,'325983213212401664,2026-03,211,63,274,"Helper, Sapphire"
DontFreeIran,'325983213212401664,2026-04,0,5,5,None
jesusHmacy,'96871863094874112,2026-03,8,10,18,Sapphire
jesusHmacy,'96871863094874112,2026-04,4,6,10,Sapphire
OnTheRark,'989049675095101492,2025-07,1,2,3,Sapphire
OnTheRark,'989049675095101492,2025-08,0,3,3,None
OnTheRark,'989049675095101492,2025-09,3,15,18,Sapphire
OnTheRark,'989049675095101492,2025-10,8,18,26,Sapphire
OnTheRark,'989049675095101492,2025-11,30,45,75,Sapphire
OnTheRark,'989049675095101492,2025-12,12,15,27,Sapphire
OnTheRark,'989049675095101492,2026-01,29,143,172,"Ruby, Sapphire"
OnTheRark,'989049675095101492,2026-02,7,15,22,Ruby
OnTheRark,'989049675095101492,2026-03,11,7,18,"Helper, Ruby"
OnTheRark,'989049675095101492,2026-04,0,2,2,None
covid clap,1014818429372465163,2025-06,9,1,10,Diamond
covid clap,1014818429372465163,2025-07,38,44,82,Diamond
covid clap,1014818429372465163,2025-08,31,19,50,Diamond
covid clap,1014818429372465163,2025-09,0,1,1,None
covid clap,1014818429372465163,2025-10,41,12,53,Diamond
covid clap,1014818429372465163,2025-11,36,22,58,Diamond
covid clap,1014818429372465163,2025-12,17,14,31,Diamond
covid clap,1014818429372465163,2026-01,23,7,30,Diamond
covid clap,1014818429372465163,2026-02,2,14,16,Diamond
covid clap,1014818429372465163,2026-03,13,37,50,Diamond
covid clap,1014818429372465163,2026-04,5,4,9,Diamond
CraZyFelix,101517997029486592,2026-03,56,150,206,"Dragonstone, Guest"
CraZyFelix,101517997029486592,2026-04,2,16,18,Dragonstone
Grubzzz,1019252891590070355,2025-06,101,54,155,Emerald
Grubzzz,1019252891590070355,2025-07,143,109,252,Emerald
Grubzzz,1019252891590070355,2025-08,61,39,100,Emerald
Grubzzz,1019252891590070355,2025-09,24,26,50,Emerald
Grubzzz,1019252891590070355,2025-10,34,16,50,Emerald
Grubzzz,1019252891590070355,2025-11,23,18,41,Emerald
Grubzzz,1019252891590070355,2025-12,15,4,19,Emerald
Grubzzz,1019252891590070355,2026-01,37,20,57,Emerald
Grubzzz,1019252891590070355,2026-02,60,18,78,Emerald
Grubzzz,1019252891590070355,2026-03,157,71,228,Emerald
Grubzzz,1019252891590070355,2026-04,7,25,32,Emerald
Au Rooster,1023942033682997318,2025-06,33,2,35,Diamond
Au Rooster,1023942033682997318,2025-07,262,28,290,Diamond
Au Rooster,1023942033682997318,2025-08,22,3,25,Diamond
Au Rooster,1023942033682997318,2025-09,187,9,196,Diamond
Au Rooster,1023942033682997318,2025-10,17,0,17,Diamond
Au Rooster,1023942033682997318,2025-11,192,57,249,Diamond
Au Rooster,1023942033682997318,2025-12,100,8,108,Diamond
Au Rooster,1023942033682997318,2026-02,52,14,66,Diamond
Au Rooster,1023942033682997318,2026-03,84,8,92,Diamond
Au Rooster,1023942033682997318,2026-04,3,1,4,Diamond
DIXX SOFT | James Cawk,1025017314455846913,2025-11,8,1,9,Ruby
DIXX SOFT | James Cawk,1025017314455846913,2025-12,51,51,102,Ruby
DIXX SOFT | James Cawk,1025017314455846913,2026-01,5,1,6,Ruby
DIXX SOFT | James Cawk,1025017314455846913,2026-03,1,0,1,Ruby
Au Sleepy,1025140619259166740,2025-09,126,56,182,Sapphire
Au Sleepy,1025140619259166740,2025-10,24,4,28,Sapphire
Au Sleepy,1025140619259166740,2026-01,6,0,6,Sapphire
Au Sleepy,1025140619259166740,2026-03,100,37,137,Sapphire
Au Sleepy,1025140619259166740,2026-04,10,3,13,Sapphire
Shark Lures,1034476834039025685,2026-02,175,206,381,"Helper, Sapphire"
Shark Lures,1034476834039025685,2026-03,428,230,658,"Emerald, Helper, Sapphire"
Shark Lures,1034476834039025685,2026-04,57,42,99,Emerald
techno sucks,1046601465000640532,2025-06,14,24,38,Sapphire
techno sucks,1046601465000640532,2025-07,127,93,220,"Emerald, Sapphire"
techno sucks,1046601465000640532,2025-08,129,88,217,Emerald
techno sucks,1046601465000640532,2025-09,62,39,101,Emerald
techno sucks,1046601465000640532,2025-10,19,7,26,Emerald
techno sucks,1046601465000640532,2025-11,13,17,30,Ruby
techno sucks,1046601465000640532,2025-12,17,16,33,Ruby
techno sucks,1046601465000640532,2026-01,29,27,56,Ruby
techno sucks,1046601465000640532,2026-02,1,0,1,Ruby
Spriggs,1060877549531570186,2025-06,555,124,679,Diamond
Spriggs,1060877549531570186,2025-07,1303,145,1448,Diamond
Spriggs,1060877549531570186,2025-08,1760,178,1938,Diamond
Spriggs,1060877549531570186,2025-09,1021,176,1197,"Diamond, Racer"
Spriggs,1060877549531570186,2025-10,518,53,571,Diamond
Spriggs,1060877549531570186,2025-11,393,93,486,"Diamond, Dragonstone, Emerald, Racer"
Spriggs,1060877549531570186,2025-12,213,19,232,Dragonstone
Spriggs,1060877549531570186,2026-01,86,11,97,Dragonstone
Spriggs,1060877549531570186,2026-02,81,5,86,Dragonstone
Spriggs,1060877549531570186,2026-03,302,32,334,"Dragonstone, Proselyte"
Spriggs,1060877549531570186,2026-04,70,3,73,"Helper, Proselyte"
Mackrow,106258224298123264,2026-01,26,35,61,Sapphire
Mackrow,106258224298123264,2026-02,12,44,56,Sapphire
Mackrow,106258224298123264,2026-03,32,42,74,Sapphire
Mackrow,106258224298123264,2026-04,0,2,2,None
Regan99Cook,106593996750520320,2025-07,0,39,39,None
Regan99Cook,106593996750520320,2025-08,3,42,45,Sapphire
Regan99Cook,106593996750520320,2025-09,1,5,6,Sapphire
Regan99Cook,106593996750520320,2025-10,22,48,70,Sapphire
Regan99Cook,106593996750520320,2025-11,4,25,29,Sapphire
Regan99Cook,106593996750520320,2025-12,1,20,21,Sapphire
Regan99Cook,106593996750520320,2026-01,2,4,6,Sapphire
Regan99Cook,106593996750520320,2026-02,0,7,7,None
Regan99Cook,106593996750520320,2026-03,5,6,11,Sapphire
Regan99Cook,106593996750520320,2026-04,1,10,11,Sapphire
Rat the dog,106683076792320000,2025-11,167,34,201,Sapphire
Rat the dog,106683076792320000,2025-12,319,48,367,Sapphire
Rat the dog,106683076792320000,2026-01,423,103,526,"Emerald, Sapphire"
Rat the dog,106683076792320000,2026-02,405,114,519,Emerald
Rat the dog,106683076792320000,2026-03,109,36,145,Emerald
Rat the dog,106683076792320000,2026-04,6,2,8,Emerald
SillyDav,107081264879673344,2025-08,45,61,106,Sapphire
SillyDav,107081264879673344,2025-09,49,77,126,Sapphire
SillyDav,107081264879673344,2025-10,56,39,95,Sapphire
SillyDav,107081264879673344,2025-11,39,37,76,Sapphire
SillyDav,107081264879673344,2025-12,35,44,79,Sapphire
SillyDav,107081264879673344,2026-01,20,32,52,Sapphire
SillyDav,107081264879673344,2026-02,5,7,12,Sapphire
Herculooo,107673660168372224,2025-09,58,3,61,Sapphire
Herculooo,107673660168372224,2025-10,104,8,112,Sapphire
Herculooo,107673660168372224,2025-11,345,45,390,Sapphire
Herculooo,107673660168372224,2025-12,200,27,227,Emerald
Herculooo,107673660168372224,2026-01,54,11,65,Emerald
Herculooo,107673660168372224,2026-02,59,0,59,Emerald
Herculooo,107673660168372224,2026-03,41,14,55,Emerald
Herculooo,107673660168372224,2026-04,5,0,5,Emerald
GEESE GOOSE,108351656856387584,2025-07,4,2,6,Emerald
GEESE GOOSE,108351656856387584,2025-11,7,19,26,Emerald
GEESE GOOSE,108351656856387584,2025-12,4,11,15,Emerald
GEESE GOOSE,108351656856387584,2026-01,7,14,21,Emerald
GEESE GOOSE,108351656856387584,2026-03,0,3,3,None
Impetus,111393857538703360,2025-06,21,47,68,Onyx
Impetus,111393857538703360,2025-07,0,1,1,None
Impetus,111393857538703360,2025-09,1,0,1,Onyx
Impetus,111393857538703360,2025-10,29,0,29,Onyx
Impetus,111393857538703360,2025-11,159,73,232,Onyx
Impetus,111393857538703360,2025-12,109,12,121,Onyx
Impetus,111393857538703360,2026-01,4,1,5,Onyx
Au 0srs,1117366174079000578,2025-06,0,1,1,None
Au 0srs,1117366174079000578,2025-09,18,5,23,"Guest, Ruby"
Au 0srs,1117366174079000578,2025-10,7,2,9,Ruby
Au 0srs,1117366174079000578,2026-03,12,16,28,Ruby
Lazo,1124707049733902488,2025-06,10,48,58,Ruby
Lazo,1124707049733902488,2025-07,61,20,81,Ruby
Lazo,1124707049733902488,2025-08,35,29,64,Ruby
Lazo,1124707049733902488,2025-09,9,20,29,Ruby
Lazo,1124707049733902488,2025-10,0,1,1,None
Lazo,1124707049733902488,2026-01,2,43,45,Ruby
Lazo,1124707049733902488,2026-02,6,26,32,Ruby
Lazo,1124707049733902488,2026-03,6,20,26,Ruby
Mad Mex,113153339541159936,2025-06,21,14,35,Onyx
Mad Mex,113153339541159936,2025-07,4,8,12,Onyx
Mad Mex,113153339541159936,2025-08,7,0,7,Onyx
Mad Mex,113153339541159936,2025-10,84,0,84,Onyx
Mad Mex,113153339541159936,2025-11,83,25,108,Onyx
Mad Mex,113153339541159936,2025-12,44,2,46,Onyx
Mad Mex,113153339541159936,2026-02,16,8,24,Onyx
Mad Mex,113153339541159936,2026-03,8,9,17,Onyx
SpaceCity95,1143373471615828039,2026-01,292,74,366,Sapphire
SpaceCity95,1143373471615828039,2026-02,94,56,150,"Emerald, Sapphire"
SpaceCity95,1143373471615828039,2026-03,339,78,417,"Emerald, Guest, Helper"
SpaceCity95,1143373471615828039,2026-04,71,6,77,Emerald
Ego Toxin,1149136093879480320,2025-06,5,1,6,Emerald
Ego Toxin,1149136093879480320,2025-07,11,15,26,Emerald
Ego Toxin,1149136093879480320,2025-08,3,13,16,Emerald
Ego Toxin,1149136093879480320,2025-09,2,3,5,Emerald
Ego Toxin,1149136093879480320,2025-10,8,11,19,Emerald
Ego Toxin,1149136093879480320,2025-11,8,10,18,Emerald
Ego Toxin,1149136093879480320,2025-12,5,3,8,Emerald
Ego Toxin,1149136093879480320,2026-01,3,5,8,Emerald
Ego Toxin,1149136093879480320,2026-02,1,3,4,Emerald
Ego Toxin,1149136093879480320,2026-03,1,2,3,Emerald
SomaticMorty,117598495422152708,2026-01,28,63,91,Sapphire
SomaticMorty,117598495422152708,2026-02,37,65,102,"Emerald, Sapphire"
SomaticMorty,117598495422152708,2026-03,5,47,52,Emerald
SomaticMorty,117598495422152708,2026-04,7,3,10,Emerald
Meep1,1181220043284041731,2025-12,3,25,28,Guest
Meep1,1181220043284041731,2026-01,0,42,42,None
Meep1,1181220043284041731,2026-03,0,1,1,None
Sinkbasher,119768982088581122,2025-06,185,49,234,Diamond
Sinkbasher,119768982088581122,2025-07,594,65,659,Diamond
Sinkbasher,119768982088581122,2025-08,81,11,92,Diamond
Sinkbasher,119768982088581122,2025-11,82,30,112,Diamond
Sinkbasher,119768982088581122,2025-12,645,161,806,Diamond
Sinkbasher,119768982088581122,2026-01,518,59,577,Diamond
Sinkbasher,119768982088581122,2026-02,456,85,541,"Diamond, Helper"
Sinkbasher,119768982088581122,2026-03,430,94,524,"Diamond, Helper"
Sinkbasher,119768982088581122,2026-04,13,2,15,Diamond
VxRail,1205784225933041701,2025-07,144,6,150,Elite
VxRail,1205784225933041701,2025-08,37,0,37,Elite
VxRail,1205784225933041701,2025-11,243,10,253,Elite
VxRail,1205784225933041701,2025-12,809,52,861,Elite
VxRail,1205784225933041701,2026-01,1319,108,1427,"Elite, Racer"
VxRail,1205784225933041701,2026-02,1503,82,1585,Elite
VxRail,1205784225933041701,2026-03,278,28,306,Elite
VxRail,1205784225933041701,2026-04,49,4,53,Elite
Fr ankWalker,121813718131671044,2025-06,19,0,19,Elite
Fr ankWalker,121813718131671044,2025-07,0,1,1,None
Fr ankWalker,121813718131671044,2025-08,8,1,9,"Elite, Guest"
Fr ankWalker,121813718131671044,2025-09,4,0,4,Elite
Fr ankWalker,121813718131671044,2025-10,1129,38,1167,Elite
Fr ankWalker,121813718131671044,2025-11,1909,72,1981,Elite
Fr ankWalker,121813718131671044,2025-12,533,9,542,Elite
Fr ankWalker,121813718131671044,2026-01,1387,10,1397,Elite
Fr ankWalker,121813718131671044,2026-02,395,1,396,Elite
Fr ankWalker,121813718131671044,2026-03,1052,19,1071,"Elite, Helper"
Fr ankWalker,121813718131671044,2026-04,201,1,202,Elite
Joshsixty9,1223389139228037310,2026-02,8,3,11,"Guest, Helper, Sapphire"
Joshsixty9,1223389139228037310,2026-03,11,47,58,Sapphire
Joshsixty9,1223389139228037310,2026-04,2,8,10,Sapphire
aaxll,1225229546991915153,2025-12,106,10,116,Sapphire
aaxll,1225229546991915153,2026-01,645,53,698,"Emerald, Sapphire"
aaxll,1225229546991915153,2026-02,818,107,925,Emerald
aaxll,1225229546991915153,2026-03,1102,135,1237,"Emerald, Guest, Helper"
aaxll,1225229546991915153,2026-04,248,33,281,Emerald
Narcissistix,1227515832192729088,2025-11,49,23,72,Sapphire
Narcissistix,1227515832192729088,2025-12,211,39,250,Sapphire
Narcissistix,1227515832192729088,2026-01,32,22,54,Sapphire
Narcissistix,1227515832192729088,2026-02,50,12,62,Sapphire
Spun Mull,1233357666944811058,2026-03,9,1,10,"Helper, Sapphire"
Spun Mull,1233357666944811058,2026-04,2,8,10,Sapphire
iAMtHeHxC,123692474727137280,2025-06,35,0,35,Guest
iAMtHeHxC,123692474727137280,2025-07,36,17,53,"Guest, Sapphire"
iAMtHeHxC,123692474727137280,2025-08,248,77,325,"Emerald, Sapphire"
iAMtHeHxC,123692474727137280,2025-09,34,12,46,"Emerald, Ruby"
iAMtHeHxC,123692474727137280,2025-10,15,0,15,Ruby
iAMtHeHxC,123692474727137280,2025-11,1,0,1,Ruby
iAMtHeHxC,123692474727137280,2025-12,33,4,37,Ruby
iAMtHeHxC,123692474727137280,2026-01,145,31,176,Ruby
iAMtHeHxC,123692474727137280,2026-02,52,17,69,"Diamond, Ruby"
iAMtHeHxC,123692474727137280,2026-03,49,21,70,"Diamond, Helper"
darts50002,124055984502079488,2025-11,878,83,961,"Emerald, Guest"
darts50002,124055984502079488,2025-12,161,20,181,Emerald
darts50002,124055984502079488,2026-01,74,17,91,Emerald
darts50002,124055984502079488,2026-02,547,78,625,Emerald
darts50002,124055984502079488,2026-03,97,64,161,Emerald
darts50002,124055984502079488,2026-04,95,14,109,Emerald
Ariford / A31 Cefiro,124084001135788032,2025-06,1,2,3,Sapphire
Ariford / A31 Cefiro,124084001135788032,2025-12,580,144,724,"Racer, Sapphire"
Ariford / A31 Cefiro,124084001135788032,2026-01,452,110,562,"Emerald, Sapphire"
Ariford / A31 Cefiro,124084001135788032,2026-02,13,14,27,"Emerald, Helper"
Ariford / A31 Cefiro,124084001135788032,2026-03,139,70,209,Emerald
Ariford / A31 Cefiro,124084001135788032,2026-04,33,22,55,Emerald
Metalslicer,125858598747111424,2025-11,245,46,291,Sapphire
Metalslicer,125858598747111424,2025-12,263,57,320,Sapphire
Metalslicer,125858598747111424,2026-01,123,57,180,"Emerald, Sapphire"
Metalslicer,125858598747111424,2026-02,26,17,43,Emerald
DontBless,1275679098168934435,2026-03,49,42,91,Sapphire
DontBless,1275679098168934435,2026-04,29,14,43,Sapphire
Mr Topkek,128033392599105536,2025-07,9,4,13,"Guest, Sapphire"
Mr Topkek,128033392599105536,2025-08,85,10,95,Sapphire
Mr Topkek,128033392599105536,2025-09,121,56,177,Sapphire
Mr Topkek,128033392599105536,2025-10,144,66,210,Sapphire
Mr Topkek,128033392599105536,2025-11,247,96,343,"Guest, Sapphire"
Mr Topkek,128033392599105536,2025-12,138,13,151,Sapphire
Mr Topkek,128033392599105536,2026-01,294,80,374,Sapphire
Mr Topkek,128033392599105536,2026-02,285,73,358,"Emerald, Sapphire"
Mr Topkek,128033392599105536,2026-03,360,104,464,"Emerald, General, Guest, Helper, Sapphire"
Mr Topkek,128033392599105536,2026-04,70,28,98,"Emerald, Racer"
Boonga,1285104085250605087,2025-08,1,0,1,Guest
Boonga,1285104085250605087,2025-09,1,0,1,Guest
Boonga,1285104085250605087,2025-11,6,20,26,Guest
Boonga,1285104085250605087,2025-12,151,27,178,Sapphire
Boonga,1285104085250605087,2026-01,39,22,61,Sapphire
Boonga,1285104085250605087,2026-02,21,14,35,"Emerald, Sapphire"
Boonga,1285104085250605087,2026-03,57,20,77,Emerald
Boonga,1285104085250605087,2026-04,5,3,8,Emerald
Abby Queen,1285559054126678062,2025-06,77,23,100,Diamond
Abby Queen,1285559054126678062,2025-07,247,84,331,Diamond
Abby Queen,1285559054126678062,2025-08,321,38,359,"Diamond, Dragonstone"
Abby Queen,1285559054126678062,2025-09,129,36,165,Dragonstone
Abby Queen,1285559054126678062,2025-10,204,34,238,Dragonstone
Abby Queen,1285559054126678062,2025-11,202,30,232,"Dragonstone, General, Proselyte, Racer"
Abby Queen,1285559054126678062,2025-12,477,70,547,"Dragonstone, General, Racer"
Abby Queen,1285559054126678062,2026-01,873,67,940,Racer
Abby Queen,1285559054126678062,2026-02,354,69,423,Racer
Abby Queen,1285559054126678062,2026-03,616,62,678,Racer
Abby Queen,1285559054126678062,2026-04,156,8,164,Racer
Dreamzlol93,129186386455691264,2025-10,84,33,117,Sapphire
Dreamzlol93,129186386455691264,2025-11,900,132,1032,Sapphire
Dreamzlol93,129186386455691264,2025-12,419,73,492,"Emerald, Sapphire"
Dreamzlol93,129186386455691264,2026-01,79,59,138,Emerald
Dreamzlol93,129186386455691264,2026-02,262,130,392,"Emerald, Helper"
Dreamzlol93,129186386455691264,2026-03,700,84,784,"Emerald, Racer"
Dreamzlol93,129186386455691264,2026-04,29,12,41,Emerald
Titan Flayer,1294235176494305294,2025-06,35,34,69,Emerald
Titan Flayer,1294235176494305294,2025-07,55,44,99,Emerald
Titan Flayer,1294235176494305294,2025-08,50,57,107,Emerald
Titan Flayer,1294235176494305294,2025-09,19,46,65,Emerald
GIM Cobba,1299907556570824745,2025-06,1,4,5,Sapphire
GIM Cobba,1299907556570824745,2025-07,2,26,28,Sapphire
GIM Cobba,1299907556570824745,2025-08,8,4,12,Emerald
GIM Cobba,1299907556570824745,2025-09,0,1,1,None
GIM Cobba,1299907556570824745,2025-10,0,34,34,None
GIM Cobba,1299907556570824745,2025-11,17,31,48,"Emerald, Guest, Sapphire"
GIM Cobba,1299907556570824745,2025-12,22,46,68,Sapphire
GIM Cobba,1299907556570824745,2026-01,57,105,162,Sapphire
GIM Cobba,1299907556570824745,2026-02,26,60,86,Sapphire
GIM Cobba,1299907556570824745,2026-03,0,2,2,None
GIM Cobba,1299907556570824745,2026-04,0,1,1,None
Bash Commies,131228945273061376,2025-07,11,9,20,Dragonstone
Bash Commies,131228945273061376,2025-08,27,9,36,Dragonstone
Bash Commies,131228945273061376,2025-09,2,2,4,Dragonstone
Bash Commies,131228945273061376,2025-10,7,5,12,Dragonstone
Bash Commies,131228945273061376,2025-11,14,4,18,Dragonstone
Bash Commies,131228945273061376,2026-02,3,8,11,Dragonstone
Bash Commies,131228945273061376,2026-03,0,1,1,None
Jizzz/ Fast pig,131712596985249792,2025-12,96,95,191,Sapphire
Jizzz/ Fast pig,131712596985249792,2026-01,463,142,605,"Emerald, Sapphire"
Jizzz/ Fast pig,131712596985249792,2026-02,43,99,142,"Emerald, Sapphire"
Jizzz/ Fast pig,131712596985249792,2026-03,173,59,232,Emerald
Au Joel || Ganng,1321011491893411882,2025-06,139,52,191,Sapphire
Au Joel || Ganng,1321011491893411882,2025-07,249,83,332,"Emerald, Sapphire"
Au Joel || Ganng,1321011491893411882,2025-08,318,63,381,Emerald
Au Joel || Ganng,1321011491893411882,2025-09,251,73,324,Emerald
Au Joel || Ganng,1321011491893411882,2025-10,284,77,361,Emerald
Au Joel || Ganng,1321011491893411882,2025-11,159,69,228,"Emerald, Ruby"
Au Joel || Ganng,1321011491893411882,2025-12,522,101,623,"Guest, Ruby"
Au Joel || Ganng,1321011491893411882,2026-01,718,90,808,"Onyx, Racer, Ruby"
Au Joel || Ganng,1321011491893411882,2026-02,998,118,1116,"Onyx, Ruby"
Au Joel || Ganng,1321011491893411882,2026-03,947,71,1018,"Guest, Onyx, Ruby"
Au Joel || Ganng,1321011491893411882,2026-04,115,10,125,Ruby
Revinant,1325659299263025168,2025-07,7,5,12,Emerald
Revinant,1325659299263025168,2025-09,0,3,3,None
Revinant,1325659299263025168,2025-10,6,13,19,Emerald
Revinant,1325659299263025168,2025-11,27,27,54,Emerald
Revinant,1325659299263025168,2025-12,16,14,30,Emerald
Revinant,1325659299263025168,2026-01,76,6,82,Emerald
Revinant,1325659299263025168,2026-02,6,9,15,Emerald
Revinant,1325659299263025168,2026-03,1,1,2,Emerald
Revinant,1325659299263025168,2026-04,1,0,1,Emerald
Jargantuan,132814382022393856,2025-08,26,10,36,Sapphire
Jargantuan,132814382022393856,2025-09,525,64,589,Sapphire
Jargantuan,132814382022393856,2025-11,0,1,1,None
Jargantuan,132814382022393856,2026-03,291,100,391,"Emerald, General, Helper"
Jargantuan,132814382022393856,2026-04,53,43,96,Emerald
Wtf Bomb,1331389845540700241,2025-06,67,19,86,Sapphire
Wtf Bomb,1331389845540700241,2025-07,152,21,173,Sapphire
Wtf Bomb,1331389845540700241,2025-08,23,7,30,"Emerald, Sapphire"
Wtf Bomb,1331389845540700241,2025-09,13,13,26,Emerald
Wtf Bomb,1331389845540700241,2025-10,6,0,6,Emerald
Wtf Bomb,1331389845540700241,2025-11,400,24,424,Emerald
Wtf Bomb,1331389845540700241,2025-12,33,10,43,Emerald
Wtf Bomb,1331389845540700241,2026-01,36,12,48,Emerald
Wtf Bomb,1331389845540700241,2026-02,49,4,53,Emerald
Wtf Bomb,1331389845540700241,2026-03,1,0,1,Emerald
Nicely Done,1336573930705653774,2025-06,28,23,51,Emerald
Nicely Done,1336573930705653774,2025-07,140,72,212,"Emerald, Guest"
Nicely Done,1336573930705653774,2025-08,75,73,148,"Emerald, Guest"
Nicely Done,1336573930705653774,2025-09,85,75,160,Emerald
Nicely Done,1336573930705653774,2025-10,131,54,185,Emerald
Nicely Done,1336573930705653774,2025-11,46,28,74,Emerald
Nicely Done,1336573930705653774,2025-12,133,68,201,Emerald
Nicely Done,1336573930705653774,2026-01,112,67,179,Emerald
Nicely Done,1336573930705653774,2026-02,115,57,172,"Emerald, Ruby"
Nicely Done,1336573930705653774,2026-03,61,38,99,Ruby
Nicely Done,1336573930705653774,2026-04,22,14,36,Ruby
Aidil / GIM3 DR0Ps,134518083774578688,2025-06,23,10,33,"Emerald, Sapphire"
Aidil / GIM3 DR0Ps,134518083774578688,2025-07,1,0,1,Guest
Aidil / GIM3 DR0Ps,134518083774578688,2025-12,9,0,9,Guest
Aidil / GIM3 DR0Ps,134518083774578688,2026-01,5,3,8,Diamond
Aidil / GIM3 DR0Ps,134518083774578688,2026-03,571,142,713,Diamond
Aidil / GIM3 DR0Ps,134518083774578688,2026-04,273,70,343,"Diamond, Racer"
Piety Prod,1351129120180011100,2025-06,34,3,37,Onyx
Piety Prod,1351129120180011100,2025-07,34,4,38,Onyx
Piety Prod,1351129120180011100,2025-08,14,23,37,Onyx
Piety Prod,1351129120180011100,2025-09,4,1,5,Onyx
Piety Prod,1351129120180011100,2025-10,2,13,15,Onyx
Piety Prod,1351129120180011100,2025-11,47,93,140,Onyx
Piety Prod,1351129120180011100,2025-12,0,1,1,None
Piety Prod,1351129120180011100,2026-01,17,78,95,Onyx
Piety Prod,1351129120180011100,2026-02,2,24,26,Onyx
T0es Gim,1352921826556379177,2025-11,1,20,21,Ruby
T0es Gim,1352921826556379177,2025-12,15,84,99,Ruby
T0es Gim,1352921826556379177,2026-01,16,98,114,Ruby
T0es Gim,1352921826556379177,2026-02,26,97,123,Ruby
T0es Gim,1352921826556379177,2026-03,9,86,95,Ruby
T0es Gim,1352921826556379177,2026-04,0,5,5,None
Gixa,135467126575202305,2025-06,28,68,96,Sapphire
Gixa,135467126575202305,2025-07,125,153,278,"Emerald, Sapphire"
Gixa,135467126575202305,2025-08,79,110,189,Emerald
Gixa,135467126575202305,2025-09,63,71,134,Emerald
Gixa,135467126575202305,2025-10,24,26,50,Emerald
Gixa,135467126575202305,2025-11,11,18,29,Emerald
Gixa,135467126575202305,2025-12,58,80,138,Emerald
Gixa,135467126575202305,2026-01,2,7,9,Emerald
Gixa,135467126575202305,2026-02,15,47,62,Ruby
Gixa,135467126575202305,2026-03,13,27,40,Ruby
Gixa,135467126575202305,2026-04,18,20,38,Ruby
Wezzie,1358350568409534474,2025-06,0,9,9,None
Wezzie,1358350568409534474,2025-07,3,20,23,Sapphire
Wezzie,1358350568409534474,2025-08,0,2,2,None
Wezzie,1358350568409534474,2025-09,6,13,19,Sapphire
Wezzie,1358350568409534474,2025-10,3,10,13,Sapphire
Wezzie,1358350568409534474,2025-11,14,46,60,Sapphire
Wezzie,1358350568409534474,2025-12,28,22,50,Sapphire
Wezzie,1358350568409534474,2026-01,26,118,144,"Emerald, Sapphire"
Wezzie,1358350568409534474,2026-02,5,43,48,Emerald
Wezzie,1358350568409534474,2026-03,3,18,21,Emerald
Wezzie,1358350568409534474,2026-04,0,3,3,None
Skcarkden,136778010442334208,2025-12,917,28,945,"Emerald, Sapphire"
Skcarkden,136778010442334208,2026-01,40,0,40,Emerald
Skcarkden,136778010442334208,2026-02,9,0,9,Emerald
M I N I,137194083390193664,2025-06,36,5,41,Diamond
M I N I,137194083390193664,2025-07,14,24,38,Diamond
M I N I,137194083390193664,2025-08,43,32,75,Diamond
M I N I,137194083390193664,2025-09,91,9,100,Diamond
M I N I,137194083390193664,2025-10,16,5,21,Diamond
M I N I,137194083390193664,2025-11,74,2,76,Diamond
M I N I,137194083390193664,2025-12,467,6,473,Diamond
M I N I,137194083390193664,2026-01,595,19,614,Diamond
M I N I,137194083390193664,2026-02,718,3,721,Diamond
M I N I,137194083390193664,2026-03,640,11,651,"Diamond, Helper, Ruby"
M I N I,137194083390193664,2026-04,171,2,173,Diamond
Splooting,137798257668653056,2025-09,2,0,2,Guest
Splooting,137798257668653056,2025-10,48,19,67,"Guest, Sapphire"
Splooting,137798257668653056,2025-12,52,26,78,Sapphire
Splooting,137798257668653056,2026-01,359,79,438,"Emerald, Sapphire"
Splooting,137798257668653056,2026-02,577,75,652,Emerald
Splooting,137798257668653056,2026-03,242,41,283,"Emerald, Guest, Helper"
Splooting,137798257668653056,2026-04,163,20,183,"Emerald, Guest, Helper"
Him Jong Il,138344522844340224,2025-06,6,34,40,Emerald
Him Jong Il,138344522844340224,2025-07,27,12,39,Emerald
Him Jong Il,138344522844340224,2025-08,7,3,10,Emerald
Him Jong Il,138344522844340224,2025-11,1,5,6,Emerald
Him Jong Il,138344522844340224,2025-12,0,6,6,None
Seppi,139508080147693569,2025-07,3,8,11,Sapphire
Seppi,139508080147693569,2025-08,0,1,1,None
Seppi,139508080147693569,2025-10,62,1,63,Sapphire
Seppi,139508080147693569,2025-11,26,25,51,Sapphire
Seppi,139508080147693569,2025-12,44,17,61,Sapphire
Seppi,139508080147693569,2026-01,1,4,5,Sapphire
Seppi,139508080147693569,2026-02,4,7,11,Sapphire
Seppi,139508080147693569,2026-03,0,1,1,None
Musclenation,1395098631308312616,2025-06,74,6,80,Emerald
Musclenation,1395098631308312616,2025-07,373,40,413,"Emerald, Ruby"
Musclenation,1395098631308312616,2025-08,605,204,809,"Guest, Ruby"
Musclenation,1395098631308312616,2025-09,337,163,500,"Diamond, Ruby"
