Discord Name,Discord ID,Activity Month,Chat Count,Broadcast Count,Total Activity,Seen Ranks
DAZ,249441529758875649,2025-09,5,3,8,Ruby
DAZ,249441529758875649,2025-10,19,0,19,Ruby
DAZ,249441529758875649,2025-11,36,24,60,Ruby
DAZ,249441529758875649,2025-12,5,24,29,Ruby
DAZ,249441529758875649,2026-01,12,22,34,Ruby
DAZ,249441529758875649,2026-02,10,10,20,Ruby
DAZ,249441529758875649,2026-03,16,6,22,Ruby
DAZ,249441529758875649,2026-04,1,0,1,Ruby
solidload,249462517523283970,2025-10,7,14,21,Sapphire
solidload,249462517523283970,2025-11,4,36,40,Sapphire
solidload,249462517523283970,2025-12,1,35,36,Sapphire
solidload,249462517523283970,2026-01,3,9,12,Sapphire
solidload,249462517523283970,2026-02,2,22,24,Sapphire
solidload,249462517523283970,2026-03,3,12,15,Sapphire
Aaron | Cull Israel,250011228955475968,2025-06,5,4,9,Sapphire
Aaron | Cull Israel,250011228955475968,2025-07,42,5,47,Sapphire
Aaron | Cull Israel,250011228955475968,2025-08,58,31,89,"Emerald, Sapphire"
Aaron | Cull Israel,250011228955475968,2025-09,7,1,8,Emerald
Aaron | Cull Israel,250011228955475968,2025-11,16,7,23,Emerald
Aaron | Cull Israel,250011228955475968,2025-12,23,0,23,Emerald
Aaron | Cull Israel,250011228955475968,2026-01,1,0,1,Emerald
Aaron | Cull Israel,250011228955475968,2026-02,1,0,1,Emerald
Aaron | Unseen Flame,252911513269043201,2025-06,379,128,507,Ruby
Aaron | Unseen Flame,252911513269043201,2025-07,1331,126,1457,"Diamond, Ruby"
Aaron | Unseen Flame,252911513269043201,2025-08,1178,69,1247,"Diamond, Proselyte"
Aaron | Unseen Flame,252911513269043201,2025-09,194,29,223,Proselyte
Aaron | Unseen Flame,252911513269043201,2025-10,386,40,426,Proselyte
Aaron | Unseen Flame,252911513269043201,2025-11,530,104,634,"Administrator, Proselyte, Sapphire"
Aaron | Unseen Flame,252911513269043201,2025-12,442,70,512,Proselyte
Aaron | Unseen Flame,252911513269043201,2026-01,516,171,687,"Helper, Proselyte"
Aaron | Unseen Flame,252911513269043201,2026-02,73,22,95,Proselyte
Aaron | Unseen Flame,252911513269043201,2026-03,94,13,107,Proselyte
Aaron | Unseen Flame,252911513269043201,2026-04,5,2,7,Proselyte
adzycito,253387549245046804,2025-10,178,33,211,Sapphire
adzycito,253387549245046804,2025-11,103,60,163,Sapphire
adzycito,253387549245046804,2025-12,88,34,122,"Emerald, Sapphire"
adzycito,253387549245046804,2026-01,225,96,321,Emerald
adzycito,253387549245046804,2026-02,29,44,73,Emerald
adzycito,253387549245046804,2026-03,67,44,111,Emerald
adzycito,253387549245046804,2026-04,25,32,57,Emerald
utss utts,253561170441535489,2025-06,20,1,21,Emerald
utss utts,253561170441535489,2025-07,11,0,11,Emerald
utss utts,253561170441535489,2025-08,21,2,23,Emerald
utss utts,253561170441535489,2025-09,12,0,12,Emerald
utss utts,253561170441535489,2025-10,16,1,17,Emerald
utss utts,253561170441535489,2025-11,5,1,6,Emerald
utss utts,253561170441535489,2025-12,4,0,4,Emerald
utss utts,253561170441535489,2026-01,1,0,1,Emerald
utss utts,253561170441535489,2026-02,1,0,1,Emerald
x taytay x,254916802713354240,2025-11,4,1,5,Sapphire
x taytay x,254916802713354240,2025-12,74,15,89,Sapphire
x taytay x,254916802713354240,2026-01,1,6,7,Sapphire
Cone Of Dank | Big Adlay,256005683143507979,2025-06,7,20,27,"Diamond, Ruby"
Cone Of Dank | Big Adlay,256005683143507979,2025-07,14,13,27,"Diamond, Ruby"
Cone Of Dank | Big Adlay,256005683143507979,2025-08,10,16,26,"Diamond, Ruby"
Cone Of Dank | Big Adlay,256005683143507979,2025-09,2,2,4,Diamond
Cone Of Dank | Big Adlay,256005683143507979,2025-10,7,2,9,"Diamond, Ruby"
257710340576378880,257710340576378880,2026-02,2,2,4,"Helper, Sapphire"
257710340576378880,257710340576378880,2026-03,11,25,36,Sapphire
F4st4fbo1-mc cuddl3z,259244162103246849,2026-03,203,14,217,Sapphire
F4st4fbo1-mc cuddl3z,259244162103246849,2026-04,42,5,47,Sapphire
mass,259509774591328257,2025-06,29,15,44,Deputy_owner
mass,259509774591328257,2025-07,332,98,430,Deputy_owner
mass,259509774591328257,2025-08,167,43,210,Deputy_owner
mass,259509774591328257,2025-09,62,20,82,Deputy_owner
mass,259509774591328257,2025-10,24,5,29,Deputy_owner
mass,259509774591328257,2025-11,141,1,142,Deputy_owner
mass,259509774591328257,2025-12,341,8,349,Deputy_owner
mass,259509774591328257,2026-01,253,37,290,"Deputy_owner, Guest"
mass,259509774591328257,2026-02,101,37,138,Deputy_owner
mass,259509774591328257,2026-03,166,35,201,"Deputy_owner, Owner"
mass,259509774591328257,2026-04,24,5,29,Owner
Squatlownslo,259589580565512193,2025-07,2,10,12,Sapphire
Squatlownslo,259589580565512193,2025-08,4,9,13,Sapphire
Squatlownslo,259589580565512193,2025-09,15,2,17,Sapphire
Squatlownslo,259589580565512193,2025-10,263,0,263,Sapphire
Squatlownslo,259589580565512193,2025-11,7,1,8,Emerald
Squatlownslo,259589580565512193,2025-12,37,28,65,Emerald
Squatlownslo,259589580565512193,2026-01,0,2,2,None
Squatlownslo,259589580565512193,2026-02,6,10,16,Emerald
Squatlownslo,259589580565512193,2026-03,4,3,7,Emerald
Squatlownslo,259589580565512193,2026-04,42,21,63,Emerald
Elite Cluez / Gay Bruce,260001290766123019,2025-07,70,47,117,"Guest, Sapphire"
Elite Cluez / Gay Bruce,260001290766123019,2025-08,283,177,460,"Emerald, Sapphire"
Elite Cluez / Gay Bruce,260001290766123019,2025-09,214,151,365,Emerald
Elite Cluez / Gay Bruce,260001290766123019,2025-10,116,79,195,"Emerald, Guest"
Elite Cluez / Gay Bruce,260001290766123019,2025-11,475,93,568,Emerald
Elite Cluez / Gay Bruce,260001290766123019,2025-12,223,55,278,"Emerald, Major"
Elite Cluez / Gay Bruce,260001290766123019,2026-01,275,89,364,Ruby
Elite Cluez / Gay Bruce,260001290766123019,2026-02,71,59,130,Ruby
Elite Cluez / Gay Bruce,260001290766123019,2026-03,112,121,233,Ruby
Elite Cluez / Gay Bruce,260001290766123019,2026-04,30,13,43,Ruby
Mahfeo,260221951983747074,2025-06,8,7,15,Emerald
Mahfeo,260221951983747074,2025-07,16,18,34,Ruby
Mahfeo,260221951983747074,2025-08,8,25,33,Ruby
Mahfeo,260221951983747074,2025-09,5,17,22,Ruby
Mahfeo,260221951983747074,2025-10,1,36,37,Ruby
Mahfeo,260221951983747074,2025-11,44,62,106,Ruby
Mahfeo,260221951983747074,2025-12,37,60,97,Ruby
Mahfeo,260221951983747074,2026-01,44,81,125,Ruby
Mahfeo,260221951983747074,2026-02,81,37,118,"Diamond, Ruby"
Mahfeo,260221951983747074,2026-03,151,74,225,Diamond
Mahfeo,260221951983747074,2026-04,35,13,48,Diamond
Losh (Iron XIIIV),260250256581591040,2025-09,128,24,152,"Guest, Sapphire"
Losh (Iron XIIIV),260250256581591040,2025-10,260,27,287,Sapphire
Losh (Iron XIIIV),260250256581591040,2025-11,1078,86,1164,"Emerald, Sapphire"
Losh (Iron XIIIV),260250256581591040,2025-12,1348,39,1387,Emerald
Losh (Iron XIIIV),260250256581591040,2026-01,698,27,725,Emerald
Losh (Iron XIIIV),260250256581591040,2026-02,231,9,240,Emerald
Losh (Iron XIIIV),260250256581591040,2026-03,114,12,126,Emerald
Losh (Iron XIIIV),260250256581591040,2026-04,14,0,14,Emerald
Sexperience,260603301136039942,2025-11,1867,76,1943,Sapphire
Sexperience,260603301136039942,2025-12,1004,68,1072,Emerald
Sexperience,260603301136039942,2026-01,1416,115,1531,"Emerald, Guest"
Sexperience,260603301136039942,2026-02,1417,155,1572,"Emerald, Guest, Helper, Ruby"
Sexperience,260603301136039942,2026-03,1080,104,1184,"Guest, Helper, Ruby"
Sexperience,260603301136039942,2026-04,99,15,114,Ruby
West,262934169263407104,2025-12,1,13,14,Sapphire
West,262934169263407104,2026-01,25,91,116,Sapphire
West,262934169263407104,2026-02,74,201,275,"Emerald, Sapphire"
West,262934169263407104,2026-03,17,53,70,Emerald
West,262934169263407104,2026-04,0,6,6,None
unc1e bully,265740409727090690,2025-06,27,6,33,Ruby
unc1e bully,265740409727090690,2025-07,31,21,52,Ruby
unc1e bully,265740409727090690,2025-08,128,83,211,Ruby
unc1e bully,265740409727090690,2025-09,54,47,101,Ruby
unc1e bully,265740409727090690,2025-10,53,53,106,Ruby
unc1e bully,265740409727090690,2025-11,63,67,130,Ruby
unc1e bully,265740409727090690,2025-12,12,39,51,Ruby
unc1e bully,265740409727090690,2026-01,67,68,135,Ruby
unc1e bully,265740409727090690,2026-02,18,46,64,Ruby
unc1e bully,265740409727090690,2026-03,49,47,96,Ruby
unc1e bully,265740409727090690,2026-04,5,22,27,Ruby
70 Ugly Fox,266547439391997962,2025-06,61,12,73,Onyx
70 Ugly Fox,266547439391997962,2025-07,7,13,20,Onyx
70 Ugly Fox,266547439391997962,2025-08,30,9,39,Onyx
70 Ugly Fox,266547439391997962,2025-09,39,15,54,Onyx
70 Ugly Fox,266547439391997962,2025-10,20,17,37,Onyx
70 Ugly Fox,266547439391997962,2025-11,87,25,112,Onyx
70 Ugly Fox,266547439391997962,2025-12,13,17,30,Onyx
70 Ugly Fox,266547439391997962,2026-01,6,14,20,Onyx
70 Ugly Fox,266547439391997962,2026-02,0,2,2,None
70 Ugly Fox,266547439391997962,2026-03,6,12,18,Onyx
70 Ugly Fox,266547439391997962,2026-04,6,4,10,Onyx
Mic k Dundee,268597039124709389,2025-07,135,95,230,Sapphire
Mic k Dundee,268597039124709389,2025-08,172,70,242,"Emerald, Guest, Sapphire"
Mic k Dundee,268597039124709389,2025-09,22,17,39,Emerald
Mic k Dundee,268597039124709389,2025-10,88,30,118,Emerald
Mic k Dundee,268597039124709389,2025-11,4,7,11,Emerald
Mic k Dundee,268597039124709389,2025-12,2,20,22,Emerald
Mic k Dundee,268597039124709389,2026-01,72,62,134,Emerald
Mic k Dundee,268597039124709389,2026-02,12,6,18,"Emerald, Ruby"
Mic k Dundee,268597039124709389,2026-03,16,12,28,Ruby
Mic k Dundee,268597039124709389,2026-04,8,6,14,Ruby
Jek Son,269079305550561281,2025-08,128,14,142,Sapphire
Jek Son,269079305550561281,2025-09,227,22,249,Sapphire
Jek Son,269079305550561281,2025-10,73,12,85,Sapphire
Jek Son,269079305550561281,2025-11,200,52,252,"Emerald, Sapphire"
Jek Son,269079305550561281,2025-12,391,51,442,Emerald
Jek Son,269079305550561281,2026-01,392,170,562,Emerald
Jek Son,269079305550561281,2026-02,257,72,329,"Emerald, Ruby"
Jek Son,269079305550561281,2026-03,252,55,307,Ruby
Jek Son,269079305550561281,2026-04,92,31,123,Ruby
2Tap,269434956424413184,2025-07,1,1,2,Onyx
2Tap,269434956424413184,2025-08,272,73,345,"Onyx, Racer"
2Tap,269434956424413184,2025-09,32,14,46,"Onyx, Racer"
2Tap,269434956424413184,2025-10,10,6,16,Onyx
2Tap,269434956424413184,2025-11,1,0,1,Onyx
2Tap,269434956424413184,2025-12,4,0,4,Onyx
2Tap,269434956424413184,2026-01,143,59,202,Onyx
2Tap,269434956424413184,2026-02,52,40,92,Onyx
2Tap,269434956424413184,2026-03,70,32,102,"Helper, Onyx"
2Tap,269434956424413184,2026-04,2,14,16,Onyx
Friits,270009821615489024,2026-02,297,124,421,"Helper, Sapphire"
Friits,270009821615489024,2026-03,261,105,366,Sapphire
Friits,270009821615489024,2026-04,58,33,91,Sapphire
Tecu Wrecku,270337018267959297,2025-06,13,4,17,Ruby
Tecu Wrecku,270337018267959297,2025-10,215,69,284,Ruby
Tecu Wrecku,270337018267959297,2025-11,3,0,3,Ruby
Tecu Wrecku,270337018267959297,2025-12,4,2,6,Ruby
Tecu Wrecku,270337018267959297,2026-01,4,2,6,Ruby
NildaLote,271596842834329611,2025-07,11,2,13,"Guest, Sapphire"
NildaLote,271596842834329611,2025-08,9,15,24,Sapphire
NildaLote,271596842834329611,2025-09,1,2,3,Sapphire
NildaLote,271596842834329611,2025-10,0,6,6,None
NildaLote,271596842834329611,2026-01,0,5,5,None
NildaLote,271596842834329611,2026-02,0,2,2,None
NildaLote,271596842834329611,2026-03,2,23,25,Sapphire
Viet tree,271895261117284353,2025-09,8,18,26,Sapphire
Viet tree,271895261117284353,2025-10,6,43,49,Sapphire
Viet tree,271895261117284353,2025-11,0,1,1,None
Viet tree,271895261117284353,2026-02,0,2,2,None
Viet tree,271895261117284353,2026-03,20,25,45,Sapphire
Viet tree,271895261117284353,2026-04,0,2,2,None
Sumotic,275500019912540161,2025-12,481,9,490,Sapphire
Sumotic,275500019912540161,2026-01,82,11,93,Sapphire
Full Thend,275603091489816576,2025-06,142,21,163,Diamond
Full Thend,275603091489816576,2025-07,296,75,371,Diamond
Full Thend,275603091489816576,2025-08,232,76,308,Diamond
Full Thend,275603091489816576,2025-09,154,37,191,"Diamond, Racer"
Full Thend,275603091489816576,2025-10,95,14,109,"Diamond, General, Racer"
Full Thend,275603091489816576,2025-11,59,31,90,"Diamond, Dragonstone"
Full Thend,275603091489816576,2025-12,149,48,197,Dragonstone
Full Thend,275603091489816576,2026-01,423,89,512,Dragonstone
Full Thend,275603091489816576,2026-02,76,37,113,"Dragonstone, Helper"
Full Thend,275603091489816576,2026-03,155,49,204,Dragonstone
Full Thend,275603091489816576,2026-04,23,5,28,Dragonstone
GhostEnergyy,276311453760356352,2025-10,165,62,227,"Emerald, Guest"
GhostEnergyy,276311453760356352,2025-11,68,63,131,Emerald
GhostEnergyy,276311453760356352,2025-12,5,10,15,Emerald
GhostEnergyy,276311453760356352,2026-02,28,34,62,Emerald
GhostEnergyy,276311453760356352,2026-03,14,52,66,Emerald
GhostEnergyy,276311453760356352,2026-04,44,14,58,Emerald
GooieSolo,279563816491286532,2026-02,109,90,199,Sapphire
GooieSolo,279563816491286532,2026-03,165,253,418,Sapphire
GooieSolo,279563816491286532,2026-04,89,38,127,Sapphire
Nixen,280140855057186826,2025-12,97,11,108,Sapphire
Nixen,280140855057186826,2026-01,108,23,131,Sapphire
Nixen,280140855057186826,2026-02,166,8,174,"Emerald, Sapphire"
Nixen,280140855057186826,2026-03,55,11,66,Emerald
Nixen,280140855057186826,2026-04,8,0,8,Emerald
Sturdy Wrist,282747257047089152,2025-09,0,1,1,None
Sturdy Wrist,282747257047089152,2025-10,15,0,15,Onyx
Sturdy Wrist,282747257047089152,2025-11,18,3,21,Onyx
Sturdy Wrist,282747257047089152,2026-01,3,17,20,Onyx
Sturdy Wrist,282747257047089152,2026-02,18,0,18,Onyx
Sturdy Wrist,282747257047089152,2026-03,3,0,3,Onyx
Sturdy Wrist,282747257047089152,2026-04,3,0,3,Onyx
ScuffedBorks | Bourkes,283079591709376518,2025-06,33,0,33,Guest
ScuffedBorks | Bourkes,283079591709376518,2025-07,56,0,56,Guest
ScuffedBorks | Bourkes,283079591709376518,2025-08,390,66,456,"Diamond, Guest"
ScuffedBorks | Bourkes,283079591709376518,2025-09,397,54,451,Diamond
ScuffedBorks | Bourkes,283079591709376518,2025-10,678,38,716,Diamond
ScuffedBorks | Bourkes,283079591709376518,2025-11,1370,77,1447,Diamond
ScuffedBorks | Bourkes,283079591709376518,2025-12,669,21,690,"Diamond, Dragonstone"
ScuffedBorks | Bourkes,283079591709376518,2026-01,1170,76,1246,"Dragonstone, Guest, Helper"
ScuffedBorks | Bourkes,283079591709376518,2026-02,714,34,748,"Dragonstone, Guest"
ScuffedBorks | Bourkes,283079591709376518,2026-03,1369,22,1391,"Dragonstone, Emerald, Proselyte"
ScuffedBorks | Bourkes,283079591709376518,2026-04,186,11,197,"Guest, Helper, Proselyte"
Bashnu,283106016420298762,2025-06,26,1,27,Dragonstone
Bashnu,283106016420298762,2025-07,140,12,152,Dragonstone
Bashnu,283106016420298762,2025-08,176,89,265,Dragonstone
Bashnu,283106016420298762,2025-09,118,37,155,Dragonstone
Bashnu,283106016420298762,2025-10,56,26,82,Dragonstone
Bashnu,283106016420298762,2025-11,1,6,7,Dragonstone
Bashnu,283106016420298762,2026-01,70,56,126,Dragonstone
Bashnu,283106016420298762,2026-02,83,57,140,Dragonstone
Bashnu,283106016420298762,2026-03,58,34,92,Dragonstone
Bashnu,283106016420298762,2026-04,7,2,9,Dragonstone
LynchYaKidz,283495287652089856,2025-08,59,155,214,Onyx
LynchYaKidz,283495287652089856,2025-09,74,134,208,"Elite, Onyx"
LynchYaKidz,283495287652089856,2025-10,273,238,511,Elite
LynchYaKidz,283495287652089856,2025-11,101,138,239,Elite
LynchYaKidz,283495287652089856,2025-12,146,94,240,"Elite, Guest"
LynchYaKidz,283495287652089856,2026-01,122,55,177,"Elite, Guest"
LynchYaKidz,283495287652089856,2026-02,310,235,545,"Elite, Guest"
LynchYaKidz,283495287652089856,2026-03,441,349,790,"Elite, Guest, Helper"
msta,284613087699533824,2025-06,15,0,15,Dragonstone
msta,284613087699533824,2025-07,47,9,56,Dragonstone
msta,284613087699533824,2025-08,105,3,108,Dragonstone
msta,284613087699533824,2025-09,10,1,11,Dragonstone
msta,284613087699533824,2025-10,9,1,10,Dragonstone
msta,284613087699533824,2025-11,18,23,41,Dragonstone
msta,284613087699533824,2025-12,5,6,11,Dragonstone
msta,284613087699533824,2026-02,0,6,6,None
msta,284613087699533824,2026-03,2,3,5,Dragonstone
Fer [Z],285749364247494656,2025-06,439,24,463,Major
Fer [Z],285749364247494656,2025-07,1391,71,1462,"Major, Proselyte"
Fer [Z],285749364247494656,2025-08,1160,68,1228,Major
Fer [Z],285749364247494656,2025-09,521,19,540,Major
Fer [Z],285749364247494656,2025-10,436,19,455,Major
Fer [Z],285749364247494656,2025-11,706,63,769,Major
Fer [Z],285749364247494656,2025-12,816,63,879,Major
Fer [Z],285749364247494656,2026-01,527,24,551,Major
Fer [Z],285749364247494656,2026-02,809,65,874,Major
Fer [Z],285749364247494656,2026-03,836,53,889,Major
Fer [Z],285749364247494656,2026-04,52,2,54,"General, Guest, Helper, Major, Proselyte, Racer, Warden"
SloppyHobo / Far2Sleezy,286761755240300545,2025-06,88,46,134,Diamond
SloppyHobo / Far2Sleezy,286761755240300545,2025-07,64,75,139,Diamond
SloppyHobo / Far2Sleezy,286761755240300545,2025-08,46,15,61,Diamond
SloppyHobo / Far2Sleezy,286761755240300545,2025-09,0,3,3,None
SloppyHobo / Far2Sleezy,286761755240300545,2025-10,14,0,14,Diamond
SloppyHobo / Far2Sleezy,286761755240300545,2025-11,0,2,2,None
SloppyHobo / Far2Sleezy,286761755240300545,2026-01,26,22,48,Diamond
SloppyHobo / Far2Sleezy,286761755240300545,2026-02,90,33,123,Diamond
SloppyHobo / Far2Sleezy,286761755240300545,2026-03,157,53,210,"Diamond, Guest"
SloppyHobo / Far2Sleezy,286761755240300545,2026-04,16,9,25,Diamond
keners556,287940590685913089,2025-10,6,8,14,Sapphire
keners556,287940590685913089,2025-11,59,96,155,Sapphire
keners556,287940590685913089,2025-12,21,47,68,Emerald
keners556,287940590685913089,2026-01,61,99,160,"Emerald, Guest"
keners556,287940590685913089,2026-02,52,38,90,Emerald
keners556,287940590685913089,2026-03,2,3,5,Emerald
lil donnn | D onnn,291076300213583873,2025-10,2,2,4,Zenyte
lil donnn | D onnn,291076300213583873,2025-11,28,24,52,Zenyte
lil donnn | D onnn,291076300213583873,2025-12,7,26,33,Zenyte
lil donnn | D onnn,291076300213583873,2026-01,4,42,46,Zenyte
lil donnn | D onnn,291076300213583873,2026-02,35,64,99,Zenyte
lil donnn | D onnn,291076300213583873,2026-03,1,9,10,Zenyte
ScottieGIM,292246830891139072,2025-11,155,48,203,Sapphire
ScottieGIM,292246830891139072,2025-12,153,140,293,Sapphire
ScottieGIM,292246830891139072,2026-01,90,129,219,Sapphire
ScottieGIM,292246830891139072,2026-02,285,108,393,"Emerald, Sapphire"
ScottieGIM,292246830891139072,2026-03,120,35,155,Emerald
im nony,292606111633244160,2025-06,7,16,23,Ruby
im nony,292606111633244160,2025-07,35,61,96,Ruby
im nony,292606111633244160,2025-08,23,42,65,Ruby
im nony,292606111633244160,2025-09,55,86,141,Ruby
im nony,292606111633244160,2025-10,44,79,123,Ruby
im nony,292606111633244160,2025-11,6,34,40,Ruby
im nony,292606111633244160,2025-12,24,36,60,Ruby
im nony,292606111633244160,2026-01,45,83,128,Ruby
im nony,292606111633244160,2026-02,50,39,89,Ruby
im nony,292606111633244160,2026-03,104,108,212,Ruby
im nony,292606111633244160,2026-04,26,16,42,Ruby
Walshy,294671554607054850,2025-07,1,0,1,Ruby
Walshy,294671554607054850,2025-11,4,1,5,Ruby
T arik,295074837465137153,2025-06,1,1,2,Diamond
T arik,295074837465137153,2025-07,79,39,118,Diamond
T arik,295074837465137153,2025-08,93,43,136,Diamond
T arik,295074837465137153,2025-09,42,20,62,"Diamond, Dragonstone"
T arik,295074837465137153,2025-10,17,5,22,Dragonstone
T arik,295074837465137153,2025-11,1,0,1,Dragonstone
T arik,295074837465137153,2025-12,1,0,1,Dragonstone
T arik,295074837465137153,2026-01,11,20,31,Dragonstone
T arik,295074837465137153,2026-02,25,36,61,Dragonstone
T arik,295074837465137153,2026-03,17,2,19,Dragonstone
T arik,295074837465137153,2026-04,5,0,5,Dragonstone
Tele0ut,297606813980033044,2025-08,10,2,12,"Diamond, Guest"
Tele0ut,297606813980033044,2025-11,2,0,2,Diamond
Jeffedy - Sideralgy,299348932666851328,2025-07,152,41,193,Emerald
Jeffedy - Sideralgy,299348932666851328,2025-08,2107,139,2246,Emerald
Jeffedy - Sideralgy,299348932666851328,2025-09,1430,152,1582,Emerald
Jeffedy - Sideralgy,299348932666851328,2025-10,598,93,691,Emerald
Jeffedy - Sideralgy,299348932666851328,2025-11,329,26,355,"Emerald, Ruby"
Jeffedy - Sideralgy,299348932666851328,2025-12,246,36,282,Ruby
Jeffedy - Sideralgy,299348932666851328,2026-01,208,11,219,"Ruby, Sapphire"
Jeffedy - Sideralgy,299348932666851328,2026-02,84,19,103,Ruby
Jeffedy - Sideralgy,299348932666851328,2026-03,322,20,342,Ruby
Jeffedy - Sideralgy,299348932666851328,2026-04,4,4,8,Ruby
Dranasty,299890987805966346,2025-06,441,26,467,Elite
Dranasty,299890987805966346,2025-07,651,65,716,Elite
Dranasty,299890987805966346,2025-08,555,63,618,Elite
Dranasty,299890987805966346,2025-09,182,34,216,Elite
Dranasty,299890987805966346,2025-10,600,22,622,"Elite, Racer"
Dranasty,299890987805966346,2025-11,177,46,223,Elite
Dranasty,299890987805966346,2025-12,382,47,429,Elite
Dranasty,299890987805966346,2026-01,506,63,569,Elite
Dranasty,299890987805966346,2026-02,189,32,221,Elite
Dranasty,299890987805966346,2026-03,84,12,96,Elite
Dranasty,299890987805966346,2026-04,58,4,62,Elite
Vennl,300962949919539200,2025-12,7,0,7,Guest
Vennl,300962949919539200,2026-01,509,8,517,"Guest, Sapphire"
shmiglirius,301989562006241280,2025-06,73,15,88,Emerald
shmiglirius,301989562006241280,2025-07,976,121,1097,"Emerald, Ruby"
shmiglirius,301989562006241280,2025-08,1082,145,1227,Ruby
shmiglirius,301989562006241280,2025-09,964,228,1192,Ruby
shmiglirius,301989562006241280,2025-10,1435,167,1602,Ruby
shmiglirius,301989562006241280,2025-11,639,31,670,"Diamond, Ruby"
shmiglirius,301989562006241280,2025-12,1690,133,1823,Diamond
shmiglirius,301989562006241280,2026-01,1611,185,1796,"Diamond, Guest, Helper, Racer"
shmiglirius,301989562006241280,2026-02,1213,203,1416,"Diamond, Sapphire"
shmiglirius,301989562006241280,2026-03,813,98,911,"Diamond, Guest, Helper, Racer"
shmiglirius,301989562006241280,2026-04,154,15,169,"Diamond, Guest, Racer"
Shay - Shayme,304101543899168768,2025-09,2,15,17,Guest
Shay - Shayme,304101543899168768,2025-10,126,100,226,Sapphire
Shay - Shayme,304101543899168768,2025-11,0,7,7,None
Shay - Shayme,304101543899168768,2025-12,18,38,56,Emerald
Shay - Shayme,304101543899168768,2026-01,314,227,541,Emerald
Shay - Shayme,304101543899168768,2026-02,38,13,51,"Emerald, Helper, Ruby"
Shay - Shayme,304101543899168768,2026-03,14,3,17,Ruby
Spoonius,305597565729243147,2025-12,70,69,139,Sapphire
Spoonius,305597565729243147,2026-01,152,48,200,"Emerald, Helper, Sapphire"
Spoonius,305597565729243147,2026-02,42,12,54,Emerald
Spoonius,305597565729243147,2026-03,9,1,10,Emerald
Spoonius,305597565729243147,2026-04,9,1,10,Emerald
Deerale,307000180543324162,2025-06,6,76,82,Emerald
Deerale,307000180543324162,2025-07,2,37,39,Emerald
Deerale,307000180543324162,2025-08,0,9,9,None
Deerale,307000180543324162,2025-09,0,4,4,None
Deerale,307000180543324162,2025-11,4,39,43,Ruby
Deerale,307000180543324162,2026-01,0,12,12,None
Deerale,307000180543324162,2026-02,0,8,8,None
Deerale,307000180543324162,2026-03,0,2,2,None
-------,307468728357093376,2025-10,1,1,2,Ruby
-------,307468728357093376,2026-02,54,11,65,Ruby
-------,307468728357093376,2026-03,17,5,22,Ruby
Oce Plankers,311136848258924544,2026-03,152,12,164,Elite
Oce Plankers,311136848258924544,2026-04,90,14,104,Elite
Resurrected4,312371817836969996,2026-01,4,16,20,"Helper, Sapphire"
Resurrected4,312371817836969996,2026-02,19,40,59,Sapphire
Resurrected4,312371817836969996,2026-03,12,33,45,Sapphire
Resurrected4,312371817836969996,2026-04,1,6,7,Sapphire
red mitsi / fe gina,313196373346484225,2025-06,188,21,209,Diamond
red mitsi / fe gina,313196373346484225,2025-07,333,56,389,Diamond
red mitsi / fe gina,313196373346484225,2025-08,165,29,194,Diamond
red mitsi / fe gina,313196373346484225,2025-09,122,32,154,Diamond
red mitsi / fe gina,313196373346484225,2025-10,224,31,255,Diamond
red mitsi / fe gina,313196373346484225,2025-11,158,37,195,Diamond
red mitsi / fe gina,313196373346484225,2025-12,40,9,49,Diamond
red mitsi / fe gina,313196373346484225,2026-01,1,0,1,Diamond
red mitsi / fe gina,313196373346484225,2026-03,38,9,47,Diamond
red mitsi / fe gina,313196373346484225,2026-04,8,2,10,Diamond
JakeTheeMuss,315471077830688768,2025-07,0,17,17,None
JakeTheeMuss,315471077830688768,2025-08,1,6,7,Ruby
JakeTheeMuss,315471077830688768,2025-09,1,2,3,Ruby
JakeTheeMuss,315471077830688768,2025-12,0,13,13,None
JakeTheeMuss,315471077830688768,2026-01,1,7,8,Ruby
JakeTheeMuss,315471077830688768,2026-02,0,2,2,None
Zuk Zug,315484206161592320,2025-06,0,3,3,None
Zuk Zug,315484206161592320,2025-07,0,6,6,None
Zuk Zug,315484206161592320,2025-08,3,11,14,Ruby
Zuk Zug,315484206161592320,2025-09,0,2,2,None
HCIronmanBTW,321591502671314944,2025-10,3,1,4,Onyx
HCIronmanBTW,321591502671314944,2025-11,16,35,51,Onyx
HCIronmanBTW,321591502671314944,2025-12,11,11,22,Onyx
HCIronmanBTW,321591502671314944,2026-01,38,53,91,Onyx
HCIronmanBTW,321591502671314944,2026-02,18,23,41,Onyx
HCIronmanBTW,321591502671314944,2026-03,7,22,29,Onyx
HCIronmanBTW,321591502671314944,2026-04,0,2,2,None
azi,321953320132673537,2025-06,17,25,42,Sapphire
azi,321953320132673537,2025-11,10,31,41,Sapphire
azi,321953320132673537,2025-12,8,29,37,Sapphire
azi,321953320132673537,2026-01,1,4,5,Sapphire
azi,321953320132673537,2026-02,4,7,11,Emerald
azi,321953320132673537,2026-03,9,41,50,Emerald
azi,321953320132673537,2026-04,1,3,4,Emerald
Danrics,323083370814898176,2025-06,700,60,760,"Major, Proselyte, Sapphire"
Danrics,323083370814898176,2025-07,848,110,958,"Guest, Major, Master"
